corrected_comment,rating,sentiment
Mình vừa mới mua loa về test thử thì loa có khi bị rè. Mình cần được hỗ trợ ạ. Cảm ơn!,4,1
"Có cho em hỏi lớp 11 m mua ngày 15/7/2021 đến bây giờ thì pin sạc 91% là báo đã sạc đầy pin, sóng sim thì khi nào cũng 1 - 2 vạch. Như vậy thì hỗ trợ đổi máy ?",2,0
"Camera chụp hình bị nhiễu và mờ. Có cách nào khắc phục không ạ?. Mơi mua máy 2 ngay, có đổi được máy ko ạ?",2,0
"Cho em hỏi ip11 của em không làm đi, tự nhiên nó bảo bị nhiễm 8 virus là sao ạ, mong ad giải thích dùm em.",5,1
"Chuyện là em có mua cái điện thoại iPhone 11 ở TP.HCM. Bến khấu về em theo dõi máy 5-6 ngày, máy xài rất hao băng, em có đem ra kiếm tra lại a bên đó có chạy gì cho máy ak ( kiểu này thì đem ra đổi máy mới), E mua 30-6 về em theo dõi thêm 4-5 ngày, máy vẫn như vậy và sạt bin máy rất nóng e định sáng mai chạy ra search xem lai thì khu e bị cách ly luôn ở khâu 8 bến lức ( e cũng hoang mang nên em đi thi ngày cố lực lên can của tanh, khi nào đến đang cách ly nhân viên lại kiểm tra thì phai xin điện thoại qua lại cũng bất tiện kiu, e 30-7 chưa bị mỡ phong tỏa ra thi liên hệ lại.. . Sáng 30-7 là em có liên hệ ra tgd, chỗ em mua a đó kiểm tra em tìm cách trong hôm nay phải ra hoặc nhờ người thân nếu có em đâu chờ tới bây giờ (. người thân thì trong đây hết rồi nhờ ai được xong, em làm sau 2h chiều được mở cách ly ), E chạy thẳng ra e đớn tri, ra đi đua điện thoại kiểm tra a đó nói bị 3-4 ngày đem ra đổi máy chứ có để cả tháng mới đem ra say, em đem ra sau bên em hỗ trợ được.. E rất là tức nhưng em vẫn bình thường nhưng e đem ra rồi và về bị cách ly em cũng có lên can báo và về ngay lúc sáng nay em lấy ra, em đi ra ngay, em đem ra ngay, em đem ra liền (em lấy ra sau, em đem ra sau, em đem ra sau, em đem ra can trinh ra lưới, em đem ra đó em đem ra can trinh đi thu p, em đem ra đó em đem ra can trinh ra lướp, em đem ra can trinh đi thu p, em đem ra đó lấy lại can trinh đi thu p, em đem ra đó em đi thu p, em đi thu p, em đi ra đi thu p, em lấy ra lắn, em lấy ngay, em đem ra lắn, em đem ra lắm, em đem ra lắm, em đem ra lắc, em đem ra lắm, em lấy ngay, em đem ra lắm, em đem ra lắm, em đem ra lắm, em đo đi thu p, em đo lại là lắmEm đem ra, em lắm, em",1,0
Điện thoại mình vừa mua được 11 ngày thì vỡ màn hình thì có được thay miễn phí không ạ?.,5,1
Ae dùng ngoài trời 1 lúc có bị nóng phía dưới màn hình gần chân sạc k. Chứ của em nó nóng phần dưới đấy.,3,0
"Xin chào, cái ip11 em mua khoảng một tháng, khi call gắn tai nghe vô call một chút nó lại tự động tắt call. Và hiện lên cái voice control trong khi em tắt vc rồi. Nó làm sao vậy ạ?",5,1
"Sau khi sử dụng, mình rất lo lắng về tuổi thọ của pin. Trong lúc sạc máy lúc nào cũng bị nóng.",1,0
Mình cho mình hỏi là tại sao cập nhật lên 14.7 thì bị Thông Báo Quan Trọng về Pin vậy???,4,1
"Mình mua con 11 này hồi cuối tháng 12 năm 2020, giờ mình mới viết đánh giá. Nói chung là sài tốt, có thể đó giờ mình chỉ sử dụng hãng apple nên mình thấy tốt, không giật lag, máy nóng khi gọi điện liên tục. Đặc biệt, sau 7 tháng sử dụng, pin đen mình vẫn 100cm, pin đen ổn trong ngày, có đôi lúc sạc 2 lần do mình sử dụng nhiều thôi. Minh cũng khuyến cáo với mọi người là không nên vừa sạc vừa sử dụng, không những làm nóng máy mà còn giảm tuổi thọ pin. Đến lúc đó thì mọi người bảo 11 sài không ổn thì không đúng. Cảm ơn mấy anh chị em nhân viên ở chi nhánh TX Duyên Hải phục vụ tốt và nhiệt tình ạ.",5,1
"Cho mình hỏi máy mình ip11 IOS 14.5.1 giờ nâng cấp lên bản 14.7 có ổn ko nhỉ, máy dùng thấy khá nóng?",3,0
"Mua máy được 4 tháng, tự nhiên thì bị tắt nguồn. Cho em hỏi có vấn đề gì không ạ?",3,0
Sài Gòn 3 tháng mọi thứ điều ổn. Hỏi thay vọng về viên pin sau 3 tháng còn 99%,4,1
Camera khi chụp có flash nó ra như vậy.. Mình có dán cường lực camera. Không biết như vậy có ảnh hưởng flash không.. Mong phản hồi.. Cảm ơn.,4,1
"Sao mới mua chưa được 1 tháng mà bắt wifi kém lắm ạ, chán quá m, nên cẩn thận khi chọn em này.",3,0
Mình mua iphone 11 chưa được 1 tháng nhưng có lúc bị đơ máy là bị sao vậy? Bên tôi tư vấn cho mình về hiện tượng này với:.,3,0
"Mình mua máy ở TGGD tháng 12/2020, sử dụng được khoảng 2 tháng thì pin còn 98%. Gần đây điện thoại liên tục tự chụp màn hình. Mình đang chơi game cũng tự động chụp màn hình. Xem tiktok, youtube cũng tự chụp màn hình. Mỗi ngày điện thoại tự chụp hơn 10 ảnh màn hình trong khi mình không sử dụng double tap vẫn tự động chụp. Mà hiện tại đang giãn cách không thể mang ra shop được.",3,0
"appstore của em như này là bị sao ạ?? Tự dưng nó bị vậy ạ, đang dùng bình thường mà nó lên này ạ??",5,1
"Mình vừa test máy mới, sao máy này game liên quân ko bậc được cấu hình HD bạn nhỉ?",4,1
"Mình dùng được 2 ngày và cảm thấy mượt pin, sạc 1 ngày 1 lần, buổi tối dùng cả ngày hôm sau.",4,1
Cảm nhận ban đầu thấy khá ok.. pin trâu.. Camera tốt.. Game thì khỏi phải nói nữa r.. chỉ có cái màn hình nhưng cũng chấp nhận được.,5,1
"Máy dùng tốt. Ip vẫn có sự khác biệt riêng. Dùng quen rồi đổi sang đợt khác, ko dùng được lại quay về ip.",4,1
"Iphone 11 mới mua được 2 ngày về chưa làm rơi hay va chạm vào đâu, tại sao lại bị hở 1 đường như vậy ạ?",3,0
"Máy sử dụng tốt. Mới mua 16tr490 giờ lại giảm hơn 15tr xíu, . khuyến mãi nhiều quá, mua trước có 2 ngày mà mắc hơn 1tr .",4,1
Mua pin 11 ngày 5/7/2011 mà về sạc chỉ lên đc 80% tắt tính năng tối ưu hoá vân mà thấy lên % pin.,3,0
"Mới mua máy đc 2 tháng, máy tụt 99%, dù dùng rất cẩn thận, theo kiểu này k dùng đc lâu bền.Tháng đầu sạc pin chỉ mất hơn 1 tiếng, nay sạc mất 2 tiếng rưỡi mới đầy, pin con 11 này nói trâu mà k hề trâu, chán thực sự. Có cách nào khắc phục k nhỉ ?",3,0
"Về mới thấy màn hình thì hơi vàng tí, chụp hình thì camera bị nhoè nhoè làm sao đó, .",2,0
"Mới mua hôm qua tại thị trấn tân châu . thấy sài ok đó, giờ toàn mua iphone samsung ở tgd, sài cái nào cũng ok.",5,1
"Hồi trước, em sài cái ip7plus chụp hình = cam thường ok lắm nó khắc, bị kiểu ghè ghè hột hột vô hình.. Còn khi sài cái ip7 11 chụp = cam thường nó cứ bị nhiễu nhiễu ảnh khắc, dù ok khắc, lỗi phải tại camera, lỗi khi nữa.",2,0
"Mình dùng được 1 tháng rưỡi thì pin còn 99% dù xạc rất cẩn thận. Với tình trạng này, chắc còn giảm theo thời gian !",3,0
"Sao em mới mua xài đc tầm 1 tháng mà bị xuống pin nhanh quá, làm gì để đó mà cũng bị tụt pin?",2,0
"Nghĩ buồn: Điện thoại iPhone 11 mua được 1 tháng đầu ( thời gian 1 đổi 1 nếu bị lỗi do nhà sản xuất) bị lỗi mang ra đổi, điện máy bảo khắc phục đọc, nói về dùng được cũng tin tưởng mang về dùng, chưa được 1 tháng tiếp tục bị lại mang ra bảo hành, lại nói hết thời gian 1 tháng, nên gửi xuống hãng.Khi gửi hàng ko gọi thông báo cho khách hàng đã bị tình trạng gì, tự ý làm tanh bành rồi trả lại mà ko khắc phục đc cái lỗi chính. Hỏi có vui nổi không?.",1,0
"Vừa làm con đỏ xong, canh sale mãi mới được mức giá vừa ý, chế độ mua online ok như khi mua ở cửa hàng, chỉ có cái ko đc các em xinh tươi phục vụ niềm nở thôi.. (?).",5,1
"Máy pin khá là trâu dùm 2 ngày, nếu tát vụ bình thường, còn game thì tầm 1 ngày, camera khá là xấu nên thêm áp là ok, tát vụ nhanh mượt.",4,1
"Vừa qua em có mua 1 máy bên hệ thống mình. Máy thuộc trạng thái ĐSD đc 9 ngày.. Em đặt máy về , và xài máy khoảng 3 4 ngày thì phát hiện lỗi. Máy bị sục sịch cái màn hình sau đó em gửi lên sữa, nửa tháng thì đc báo về máy bị hở màn loa và lỗi Face ID. Trong khi em thấy rất bình thường... Và báo e hãng apple báo giá tầm 11tr để đổi máy mới. Trong khi em mua máy khoảng gần 15tr . Mà bảo là bù tầm 11tr , vậy tổng tiền e bỏ ra chẳng khách nào như mua máy mới.. Và e ký đồng ý. Nên hãng gửi về. Sau đó e lại gửi lần nữa thì bên trung tâm apple từ chối bảo hành.... Em rất không hài lòng về trường hợp này.. Máy bán ra bị lỗi. Kiểm tra báo không lỗi.. Trong khi những máy mà khách hàng gửi lên rất không ok ( lỗi loa , loa, rè, mở luôn màn hình .... ) Và vì e là 1 nhân viên của hệ thống mình , nên em không muốn làm khó sự việc này.. Nhưng với tình trạng này thì đối với khách hàng thế nào, và em cũng là 1 khách hàng mà. Em mong muốn hãng apple làm rõ sự việc này với em.",1,0
"Iphone 11 e mua được 6 tháng rồi, pin mới sài sau 2 tháng giảm còn 99%, 5 tháng còn 98%, sau đó 1 tuần trở lại đây có tình trạng bị nóng máy (cực kì nóng), kể cả khi e dùng (chỉ bỏ trong túi ), nóng từ phần dưới camera trở xuống, cực kì nóng luôn ạ, vừa bật camera lên chụp được 2 tấm hình máy lại nóng rang, đến nỗi nóng quá e phải tắt nguồn điện thoại bật lại, sau cú tắt nguồn đó thì pin giảm xuống 97% ngay. Nhờ ad hỗ trợ giúp em trường hợp trên vs ạ, máy mua sài chưa được 1 năm mà pin bắt đầu xuống cấp quá ạ.",3,0
"Sao mình mới mua ip11 64g ở TPHCM mới, mà về xạc sờ mặt sau màn hình tê tê, liệu có gai do cục xạ??? Củ xạc mua thêm hơn 600k zin, cáp theo máy? Mong được phản hồi.",3,0
"Mình mua 2 cái IP 11 cho vc mình ở tgdd, đc hơn tháng r, sau mấy năm xài samsung, giờ quay lại IP, công nhận xài đã thiệt, nhanh, đẹp, tiện, thao tác mượt mà và hay tuyệt.Nhân viên thì tuyệt vời, mua đc 1 ngày nóng máy, ra nhà đổi ngay 1 cái nguyên seal, mình mua 2 mà đc bóc seal 3. về nhà thì vẫn nóng.. sếp tgdd gọi cho mình báo vui vẻ là lỗi do do máy, do sim mobi cũ của mình, mình thay ngay sim 4g và 1 esim mobi, xài chuẩn, mát máy, mượt mà. tội tgdd, do nó mới chưa biết lỗi do sim làm mình đc bóc seal 2 máy.. .",5,1
"Mình xài pin được hơn 1 tháng rưỡi, ngày trước mình là Huafan nhưng bây giờ thật sự cảm thấy pin dùng rất tốt. Sử dụng các tác vụ hằng ngày cảm thấy không hề nóng, tối mình sẽ sạc pin đến sáng, vừa sạc vừa call video, nhiệt độ có nóng lên nhưng pin khoảng 70% sẽ hết nóng, giờ tình trạng pin vẫn còn 100% nha. Mình thấy nhiều bạn chê máy nóng, pin yếu bla bla nhưng với mình ip11 xứng đáng được 100 điểm.",5,1
"Cho mình hỏi, mình mua camera 11 được 6 ngày, máy mình mỗi lần sử dụng camera tầm 1 là bắt đầu nóng dần lên. Đây là do máy như vậy hay bị lỗi? Mong được hỗ trợ.",3,0
"Mua ip11 chính hãng VN/A cắm sạc rất cẩn thận, vậy mà mới xài đúng 1 tháng, pin xuống còn 99%. Chất lượng kiểu này ai mà dám xài.. Bữa nay lại xuất hiện thêm trình trạng nóng máy khi xem phim nữa. Chán .",2,0
Cảm thấy pin hàng VN/A của TGDĐ không đc tốt. Mới mua đầu tháng 2 mà giờ pin 99%. Cắm sac rất cẩm thận. Trc mua con 8+ chưa hết năm thì pin còn 89%. Thất vọng.,2,0
"Có 3 vấn đề mình muốn hỏi thưởng: Thứ 1 điện thoại chính thức bán ra không check được máy mới hay máy cũ cho khách hàng hay hàng CPO trả bảo hành, hay hàng trưng bày, khi mình đem ra thử cũng tự tay mình check cho nhân viên kĩ thuật xem; và mình cũng check thử đặt của a nhân viên; Kết quả là điện thoại mình không ra của a nhân viên thì ra.. Thứ 2: Điện thoại Iphone mình sẽ được 4 tháng; Thời gian mình nhờ hỗ trợ từ FPT là lúc 86% pin đúng 3 ngày còn 85.000đ; Dung lượng pin hiển thị đang bảo trì. Chứng tỏ là lỗi pin . Dung lượng thực tế check app 3U ở thể ra 900MB ? Có nghĩa là chỉ còn 30% dung lực pin thực sự 3000Mh.. Thứ 3: Ip7 tắt ngừng kinh doanh.. Máy sản suất từ 2016 check ra là hàng cũ đổi bảo hành, . Lấy lí do từ đâu có thể định giá nó 7.300.000đ.. Trong khi đó mình là ip11 mua ngày 27/12/2020 giá 17.000.000đ; ngày sử dụng còn 6 tháng định giá 7.500.000đ. Giá trị chênh lệch khách hàng mượn 209.2đ. Với những lỗi như vậy đem đủ lỗi khó chịu cho khách hàng, khách hàng còn phải chờ kết quả bảo hành từ hãng.. Dùng điện thoại trong 4 tháng cứ lỗi pin hết nhanh 1 cách bực mình, đổi khách hàng không đổi từ tháng đầu tiên. Đến bây giờ bệnh ngày càng nặng.. Đến bây giờ bệnh ngày càng nặng, người thiệt vẫn là khách hàng, chỉ quan tâm đến doanh thu bán ra. Còn bảo hành thất vọng.",1,0
"Máy em mới mua 3 ngày mà em sạc dự phòng cho máy qua đêm đến sáng mà sạc vẫn chưa xong, tối máy em còn đến 46% mà sáng thì hết trơn pin, tắt nguồn luôn, vậy pin của máy em có bị hư khi ạ?",4,1
"Mình mới mua điện thoại từ ngày 4/5 . Mấy ngày đầu mình chưa mua sim nên dùng rất ít.. Nhưng sau khi sài đc 10 ngày tiếp theo, mỗi ngày sạc 1 đến 2 lần, khi sạc không dùng cũng không sạc qua đêm mà giờ pin còn 99% . Bây giờ cứ cắm sạc là máy nóng . Không biết là do lỗi gì.",3,0
Bỏ ra số tiền lớn để mua nhưng mới sài tầm 3 tháng 20 ngày thì còn 97%. Trong khi đó mình mua ip6 sài 1 năm còn 98%. Gọi điện cho bạn bè thì đang nói chuyện lấy đồ ra để nhập sdt thì màn hình tối thui. Tưởng 1-2 lần... Nhưng cường độ ngày 1 thêm tăng. Quá thất vọng.,2,0
"Sài được 2 tháng r chưa pt s nhưng sẽ bao xịn sò luôn, camera rất đẹp, màn hình nhạy nói chung oke hong còn từ nào diễn tả .",5,1
"iphone 11 của em mới mua ở thế giới di động được hơn 1 tháng, em chỉ lướt web tiktok và youtube mà giờ dung lượng pin đã bị giảm còn 97% là sạo ạ.",2,0
Dt đẹp: Màu đẹp.. Mà cho mình hỏi dây cáp đi kèm trong hộp dùng cho củ sạc nhanh đúng không ?,4,1
Mới mua ĐTDĐ 10 ngày thì mua 99%.k khác gì đi mua máy cũ đâu.Máy 99 còn rẻ hơn mấy củ. Đua ra st thì chối quanh co. Kêu sài này khi...máy này rất ít sài.Vì có 3 cái dt.t.đi đâu mới dùng thôi.,1,0
"Mua sáng nay, mọi thứ đều rất ok nhưng vẫn có cảm giác pin tụt hơi nhanh: Vả thôi để cắm mấy lần đầu, 8h ra test lại xem sao.",4,1
Sản phẩm về loa nghe gọi bình thường còn gọi Zalo hay Facebook rất rè. Nhân viên TTDđ ko có muốn giúp khách hàng khắc phục.,2,0
"Sao lớp 11 mình mới mua 3 tháng, giờ nó bị gì mà tự khởi động lại quài luôn, bấm chừng 5 10 là nó lại bị kia, phải có vấn đề gì về bin k?",3,0
Sau khi chụp xong 3 tấm ảnh đối diện ánh sáng thì camera góc rộng có chấm xanh như thế này ạ (được khoanh vùng màu đỏ).Góc siêu rộng chỉ thấy chấm xanh mờ.,1,0
Cho hỏi sạc pin 4 tiếng mà 80%pin đầy là lỗi máy hay sạc lần đầu sạc cũng rất lâu mới đủ?,4,1
